id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
12352	just	I don’t know what I’m going to do! It’s going to be impossible to make ends meet if I lose my job!__eou__don’t worry. I don't think you’re going to lose your job over one mistake.__eou__it was a rather big mistake. When you work as an investment adviser, ONC small mistake can cost the company millions.	But it wasn’t just you who was involved, right? You were only doing what your supervisor told you to do.	But it wasn’t you who was involved, right? You were only doing what your supervisor told you to do.	that’s true, but my supervisor is very dishonest. There’s no reason he needs to tell our boss the truth. I’m sure he will tell our boss that it was all my fault, and there’s nothing I can do about tha	-38.15883255004883	-44.613224029541016	-1.3628154482160295	-1.6523416307237413	28	27	-97.78917121887207	-98.3045825958252	-1.8805609849783091	-1.8904727422274077	52	52	-317.20801544189453	-324.1776008605957	-1.946061444428801	-2.0010963016086154	163	162	True
12353	just	Hi, Jane. How are you doing this morning?	I’m all right, thanks. Just a little tired.	I’m all right, thanks. A little tired.	Late night?	-22.382001876831055	-21.83515739440918	-1.398875117301941	-1.4556771596272786	16	15	-10.922130107879639	-10.65244436264038	-1.5603043011256628	-1.521777766091483	7	7	-71.15588140487671	-70.36129331588745	-1.8725231948651766	-1.9016565761050663	38	37	True
12354	just	Hi there! My name’s Terry Graham. You’re new around here, huh?	Yes. My name’s Mark Benson. I just started a couple of weeks ago.	Yes. My name’s Mark Benson. I started a couple of weeks ago.	Well, if there’s anything I can do for you, let me know.	-32.769493103027344	-34.67322540283203	-1.5604520525251115	-1.7336612701416017	21	20	-16.772748470306396	-17.494656562805176	-0.8386374235153198	-0.8747328281402588	20	20	-121.11941862106323	-123.72905254364014	-1.9535390100171488	-2.0283451236662318	62	61	True
12359	just	Have you made up your mind about not going back to your hometown after graduation? Where else would you go?	I would try to land a job in Beijing. I just want to go to one of the big cities.	I would try to land a job in Beijing. I want to go to one of the big cities.	why?	-42.5908260345459	-37.60499382019043	-1.6381086936363807	-1.5041997528076172	26	25	-12.932228088378906	-12.80849552154541	-2.155371348063151	-2.134749253590902	6	6	-132.34152793884277	-127.24268245697021	-2.2817504817041856	-2.2323277624029862	58	57	True
12366	just	Okay, now I’d like to find out more about your last job. I see you spent almost four years at the London Weekly, is that right?	Yes, that’s right. To be honest, the first year was quite tough for me. I was really just treated more like an intern. I didn’t have many responsibilities and I found it quite frustrating.	Yes, that’s right. To be honest, the first year was quite tough for me. I was really treated more like an intern. I didn’t have many responsibilities and I found it quite frustrating.	So, what changed?	-78.10574340820312	-73.76940155029297	-1.6979509436565896	-1.6393200344509549	46	45	-10.257922172546387	-10.266397953033447	-1.1397691302829318	-1.140710883670383	9	9	-190.164532661438	-185.83911561965942	-2.1129392517937555	-2.0880799507826904	90	89	True
12372	just	we’Ve got a lot of work to do now, but take your time over this project. We don’t want to make any mistakes.__eou__ok. I should have it finished by Friday afternoon. Then I can check those account over the weekend. We need to have them finished by Monday, right?	That’s right. We’ll finish them just in time. The Macy project can wait for the time being. We need to spend several days on that project, but it isn’t due to be finished until the end of the month, s	That’s right. We’ll finish them in time. The Macy project can wait for the time being. We need to spend several days on that project, but it isn’t due to be finished until the end of the month, s	from next week on, we should be in less of a rush.	-127.85397720336914	-122.16015434265137	-2.412339192516399	-2.3492337373586802	53	52	-38.45093536376953	-38.69572067260742	-2.136163075764974	-2.149762259589301	18	18	-369.3141918182373	-363.9561176300049	-2.6379585129874092	-2.618389335467661	140	139	True
12384	just	Excuse me, Mr. Emory? Mr. Macmillan, would like to know if you have the completed schedule for next week?	Yes, I do, Susan. Just a moment. Here it is.	Yes, I do, Susan. A moment. Here it is.	Thank you, sir. Sorry to trouble you.	-23.112300872802734	-29.4229736328125	-1.2164368880422491	-1.6346096462673612	19	18	-17.408184051513672	-16.45664119720459	-1.2434417179652624	-1.1754743712288993	14	14	-139.90657424926758	-145.2737455368042	-2.1197965795343574	-2.2349807005662186	66	65	True
12394	just	Hello. Excuse me.__eou__Yes. Can I help you?	Do you remember me? I just had lunch here a half hour ago.	Do you remember me? I had lunch here a half hour ago.	Of course I remember you.	-32.97152042388916	-34.37418460845947	-1.7353431802046926	-1.909676922692193	19	18	-5.835023880004883	-5.900132179260254	-0.5835023880004883	-0.5900132179260253	10	10	-83.19678783416748	-84.66456031799316	-1.6639357566833497	-1.7278481697549626	50	49	True
12405	just	Excuse me. My bag was stolen, will you help me?__eou__When did it happen?	Just about half an hour ago.	About half an hour ago.	Tell me where it happened and how.	-11.11551284790039	-4.889509201049805	-1.0105011679909446	-0.4889509201049805	11	10	-21.269688606262207	-21.388840675354004	-1.7724740505218506	-1.7824033896128337	12	12	-94.97325229644775	-88.86640071868896	-1.899465045928955	-1.8136000146671218	50	49	True
12422	just	I lost track of time, am I late?__eou__Yes. What kept you from arriving on time?__eou__My friend needed me to help him.	I realize that everyone has emergencies; just get here on time from now on.	I realize that everyone has emergencies; get here on time from now on.	I will try. My apologies.	-42.22695350646973	-40.75487184524536	-2.1113476753234863	-2.144993255012914	20	19	-18.609031677246094	-18.963645935058594	-1.6917301524769177	-1.723967812278054	11	11	-154.75973081588745	-153.61669874191284	-2.179714518533626	-2.194524267741612	71	70	True
12433	just	It's a lot of work running a campaign, isn't it!__eou__I had no idea when I volunteered to assist governor Brown with this campaign what I was getting myself into.	Hang in there. The hardest part is just about over.	Hang in there. The hardest part is about over.	How Ay years have you been working with him?	-26.258804321289062	-27.830581665039062	-1.6411752700805664	-1.8553721110026042	16	15	-50.8152437210083	-51.06298637390137	-3.629660265786307	-3.6473561695643832	14	14	-190.10485363006592	-191.94598007202148	-2.604176077124191	-2.6659163898891873	73	72	True
12457	just	Should I tell EDD that I have found a job?__eou__Is this a temporary job or something more permanent?__eou__What difference does it make?	When you get your next Continued Claim Form, you should just write down where you worked and note that you no longer need unemployment.	When you get your next Continued Claim Form, you should write down where you worked and note that you no longer need unemployment.	If I take a short job and then get laid off, will I be starting over trying to get unemployment?	-71.53585290908813	-65.31202268600464	-2.3845284303029377	-2.252138713310505	30	29	-52.92217397689819	-52.61980676651001	-2.0354682298806996	-2.0238387217888465	26	26	-218.18756341934204	-211.70030069351196	-2.2727871189514794	-2.2284242178264417	96	95	True
12465	just	I was wondering if this is where the Resume Writing Workshop is being held.__eou__You are in the right place. Please come on in!__eou__It’s been a long time since I’Ve had to look for work and put a resume together.	It’s going to come together just fine. Trust me!	It’s going to come together fine. Trust me!	Where do we begin?	-27.235431671142578	-29.334369659423828	-1.7022144794464111	-1.9556246439615885	16	15	-12.692609786987305	-12.75944709777832	-1.4102899763319228	-1.417716344197591	9	9	-177.0948657989502	-179.2574062347412	-2.083469009399414	-2.134016740889776	85	84	True
12474	just	Roger? I need figures for accounting. Have finished the calculations?	I’m just finishing now, ma’am. I’ll have them ready within the hour.	I’m finishing now, ma’am. I’ll have them ready within the hour.	All right, thanks.	-35.38763427734375	-35.737945556640625	-1.6085288307883523	-1.7018069312686013	22	21	-9.092397689819336	-9.148979187011719	-1.0102664099799261	-1.016553243001302	9	9	-132.2582302093506	-132.66512298583984	-2.755379796028137	-2.8226621911880816	48	47	True
12494	just	Is there someone I can talk to about a payment question?__eou__Yes, we can handle that here. How can I help you?	My paycheck that just arrived is less than last week’s check.	My paycheck that arrived is less than last week’s check.	Did you work at all during the last pay period?	-37.37708282470703	-40.609046936035156	-2.1986519308651196	-2.5380654335021973	17	16	-22.251171112060547	-22.333661556243896	-1.4834114074707032	-1.4889107704162599	15	15	-134.1270456314087	-137.43258905410767	-2.032227964112253	-2.1143475239093488	66	65	True
12509	just	Paul, can I set up a time with you to go over the training manual?	Sure. Let me just grab my calendar. All right. I’m free all day Tuesday and Thursday morning.	Sure. Let me grab my calendar. All right. I’m free all day Tuesday and Thursday morning.	Tuesday morning is good for me. How about 10:30 in my office?	-42.60156059265137	-40.73640251159668	-1.6385215612558217	-1.6294561004638672	26	25	-26.599332809448242	-26.53536033630371	-1.2666348956880116	-1.263588587443034	21	21	-134.20585250854492	-132.30041885375977	-1.9736154780668371	-1.974633117220295	68	67	True
12527	just	Grant. How is everything?	Pretty well, thanks. We’Ve just been incredibly busy! I need to set up a meeting for Mr. Graham.	Pretty well, thanks. We’Ve been incredibly busy! I need to set up a meeting for Mr. Graham.	Sure. What’s it about?	-91.66704368591309	-86.56792259216309	-3.1609325408935547	-3.0917115211486816	29	28	-14.46856689453125	-14.758091926574707	-1.3153242631392046	-1.3416447205977007	11	11	-149.21068382263184	-144.4010877609253	-2.9842136764526366	-2.946960974712761	50	49	True
